"TABLE","TABLEDESC","BEGINYEAR","ENDYEAR","COMPONENT"
"GLU_E","Plasma Fasting Glucose & Insulin",2007,2008,"Laboratory"
"GHB_E","Glycohemoglobin",2007,2008,"Laboratory"
"FASTQX_E","Fasting Questionnaire",2007,2008,"Laboratory"
"UCPREG_E","Pregnancy Test - Urine",2007,2008,"Laboratory"
"THYROD_E","Thyroid Profile",2007,2008,"Laboratory"
"FERTIN_E","Ferritin",2007,2008,"Laboratory"
"TFR_E","Transferrin Receptor",2007,2008,"Laboratory"
"UHM_E","Metals - Urine",2007,2008,"Laboratory"
"UHG_E","Mercury: Inorganic - Urine",2007,2008,"Laboratory"
"UIO_E","Iodine - Urine",2007,2008,"Laboratory"
"UAS_E","Arsenics - Total & Speciated - Urine",2007,2008,"Laboratory"
"PbCd_E","Cadmium, Lead, & Total Mercury - Blood",2007,2008,"Laboratory"
"ALB_CR_E","Albumin & Creatinine - Urine",2007,2008,"Laboratory"
"BIOPRO_E","Standard Biochemistry Profile",2007,2008,"Laboratory"
"HIV_E","HIV Antibody Test",2007,2008,"Laboratory"
"CHLM_E_R","Chlamydia & Gonorrhea - Urine - Youth",2007,2008,"Laboratory"
"HSV_E_R","Herpes Simplex Virus Type-2 - Youth",2007,2008,"Laboratory"
"PP_D","Pesticides - Environmental - Urine",2005,2006,"Laboratory"
"L24PP_C","Pesticides - Environmental - Urine",2003,2004,"Laboratory"
"TCHOL_E","Cholesterol - Total",2007,2008,"Laboratory"
"TRIGLY_E","Cholesterol - LDL & Triglycerides",2007,2008,"Laboratory"
"L26UPP_C","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,"Laboratory"
"L06PHY_C","Phytoestrogens - Urine",2003,2004,"Laboratory"
"L06VIT_C","Vitamin C",2003,2004,"Laboratory"
"PHTHTE_D","Phthalates - Urine",2005,2006,"Laboratory"
"OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory"
"OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory"
"VOC_D","Volatile Organic Compounds - Water & Related Questionnaire Items",2005,2006,"Laboratory"
"UPP_D","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,"Laboratory"
"HDL_E","Cholesterol - HDL",2007,2008,"Laboratory"
"COTNAL_E","Cotinine - Serum & Total NNAL - Urine",2007,2008,"Laboratory"
"SSNH4THY","Thyroid Profile (Surplus)",2001,2002,"Laboratory"
"SSCHL_A","Sex Steroid Hormone - Men (Surplus)",1999,2000,"Laboratory"
"SSCHL_B","Sex Steroid Hormone - Men (Surplus)",2001,2002,"Laboratory"
"SSCHL_C","Sex Steroid Hormone - Men (Surplus)",2003,2004,"Laboratory"
"SSFOL_B","Folic Acid - Unmetabolized (Surplus)",2001,2002,"Laboratory"
"SSMEL_C","Melamine - Urine (Surplus)",2003,2004,"Laboratory"
"L02HBS","Hepatitis B Surface Antibody",1999,2000,"Laboratory"
"L02HPA_a","Hepatitis A Antibody",1999,2000,"Laboratory"
"PH","Fasting Questionnaire",1999,2000,"Laboratory"
"PHPYPA","Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,"Laboratory"
"UC","Pregnancy Test - Urine",1999,2000,"Laboratory"
"LAB03","HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",1999,2000,"Laboratory"
"LAB04","Volatile Organic Compounds - Blood & Water",1999,2000,"Laboratory"
"LAB05","Chlamydia & Gonorrhea - Urine",1999,2000,"Laboratory"
"LAB06","Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",1999,2000,"Laboratory"
"LAB06HM","Metals - Urine",1999,2000,"Laboratory"
"LAB07","Latex",1999,2000,"Laboratory"
"LAB10","Glycohemoglobin",1999,2000,"Laboratory"
"LAB10AM","Plasma Fasting Glucose, Serum C-peptide & Insulin",1999,2000,"Laboratory"
"LAB11","C-Reactive Protein (CRP)",1999,2000,"Laboratory"
"Lab13","Cholesterol - Total & HDL",1999,2000,"Laboratory"
"LAB13AM","Cholesterol - LDL & Triglycerides",1999,2000,"Laboratory"
"LAB16","Albumin & Creatinine - Urine",1999,2000,"Laboratory"
"LAB17","Cryptosporidum & Toxoplasma",1999,2000,"Laboratory"
"LAB18","Standard Biochemistry Profile & Hormones",1999,2000,"Laboratory"
"LAB18T4","Thyroid - Stimulating Hormone & Thyroxine (TSH & T4)",1999,2000,"Laboratory"
"LAB19","Measles, Rubella, & Varicella",1999,2000,"Laboratory"
"LAB20","Lead - Dust",1999,2000,"Laboratory"
"LAB21","Volatile Organic Compounds (VOC) - Personal Exposure Badge",1999,2000,"Laboratory"
"LAB25","Complete Blood Count with 5-part Differential - Whole Blood",1999,2000,"Laboratory"
"LAB22","Mercury - Hair",1999,2000,"Laboratory"
"LAB28POC","Dioxins, Furans, & Coplanar PCBs",1999,2000,"Laboratory"
"l13_b","Cholesterol - Total & HDL",2001,2002,"Laboratory"
"l13_c","Cholesterol - Total & HDL",2003,2004,"Laboratory"
"TCHOL_D","Cholesterol - Total",2005,2006,"Laboratory"
"HDL_D","Cholesterol - HDL",2005,2006,"Laboratory"
"l11p_2_b","Prostate-specific Antigen (PSA), Second Exam",2001,2002,"Laboratory"
"L11_2_b","C-Reactive Protein & Others, Second Exam",2001,2002,"Laboratory"
"L11_2_R","C-Reactive Protein & Others, Second Exam",2000,2000,"Laboratory"
"ApoB_E","Apolipoprotein B",2007,2008,"Laboratory"
"SSFOL_A","Folic Acid - Unmetabolized (Surplus)",1999,2000,"Laboratory"
"HSV_DR","Herpes Simplex Virus Type-2 - Youth",2005,2006,"Laboratory"
"l09rdc_c","Herpes Simplex Virus Type-2 - Youth",2003,2004,"Laboratory"
"l09rdc_a","Herpes Simplex Virus Type-2 - Youth",1999,2000,"Laboratory"
"l09rdc_b","Herpes Simplex Virus Type-2 - Youth",2001,2002,"Laboratory"
"lab09","Herpes Simplex Virus Type-1 & Type-2",1999,2000,"Laboratory"
"l09_b","Herpes Simplex Virus Type-1 & Type-2",2001,2002,"Laboratory"
"l09_c","Herpes Simplex Virus Type-1 & Type-2",2003,2004,"Laboratory"
"HSV_D","Herpes Simplex Virus Type-1 & Type-2",2005,2006,"Laboratory"
"HSV_E","Herpes Simplex Virus Type-1 & Type-2",2007,2008,"Laboratory"
"HP2_01_R","Helicobacter pylori (HP1), Second Exam",2001,2001,"Laboratory"
"HP_01_R","Helicobacter pylori (HP1)",2001,2001,"Laboratory"
"l13_2_b","Cholesterol - Total, HDL, LDL  & Triglycerides, Second Exam",2001,2002,"Laboratory"
"L05RDC_A","Chlamydia & Gonorrhea - Urine - Youth",1999,2000,"Laboratory"
"L06_2_00","Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",2000,2000,"Laboratory"
"VID_2_00","Vitamin D, Second Exam",2000,2000,"Laboratory"
"l10_2_00","Glycohemoglobin, Plasma Glucose, Serum C-peptide, & Insulin, Second Exam",2000,2000,"Laboratory"
"l18_2_00","Standard Biochemistry Profile & Hormones, Second Exam",2000,2000,"Laboratory"
"VIT_B6_D","Vitamin B6",2005,2006,"Laboratory"
"l13_2_r","Cholesterol - Total, HDL, LDL  & Triglycerides, Second Exam",2000,2000,"Laboratory"
"EPH_E","Environmental Phenols",2007,2008,"Laboratory"
"PFC_E","Polyfluoroalkyl Chemicals",2007,2008,"Laboratory"
"PP_E","Pesticides - Environmental - Urine",2007,2008,"Laboratory"
"PHTHTE_E","Phthalates - Urine",2007,2008,"Laboratory"
"L19_2_B","Measles, Rubella, & Varicella, Second Exam",2001,2002,"Laboratory"
"L19_2_R","Measles, Rubella, & Varicella, Second Exam",2000,2000,"Laboratory"
"L16_2_B","Creatinine & Albumin - Urine, Second Exam",2001,2002,"Laboratory"
"l25_2_b","Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",2001,2002,"Laboratory"
"L16_2_R","Creatinine & Albumin - Urine, Second Exam",2000,2000,"Laboratory"
"l25_2_r","Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",2000,2000,"Laboratory"
"l39_2_b","Erythrocyte Protoporphyrin",2001,2002,"Laboratory"
"VIT_2_B","Vitamin A, Vitamin E, & Carotenoids, Second Exam",2001,2002,"Laboratory"
"VIT_2_R","Vitamin A & Vitamin E, Second Exam",2000,2000,"Laboratory"
"PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory"
"L02_B","Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody",2001,2002,"Laboratory"
"Lab02","Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody",1999,2000,"Laboratory"
"SSANA_A","Autoantibodies - Immunofluorescence & Immunoprecipitation Analyses (Surplus)",1999,2004,"Laboratory"
"AL_IGE_D","Allergen Specific IgE(s) & Total IgE - Serum",2005,2006,"Laboratory"
"CBC_D","Complete Blood Count with 5-Part Differential - Whole Blood",2005,2006,"Laboratory"
"CRP_D","C-Reactive Protein (CRP)",2005,2006,"Laboratory"
"EPH_D","Environmental Phenols & Parabens",2005,2006,"Laboratory"
"EPP_D","Erythrocyte Protoporphyrin",2005,2006,"Laboratory"
"FERTIN_D","Ferritin",2005,2006,"Laboratory"
"FOLATE_D","Folate - RBC & Serum",2005,2006,"Laboratory"
"GHB_D","Glycohemoglobin",2005,2006,"Laboratory"
"HEPA_D","Hepatitis A Antibody",2005,2006,"Laboratory"
"HEPBD_D","Hepatitis B: Core antibody, Surface antigen, and Hepatitis D: antibody",2005,2006,"Laboratory"
"HEPB_S_D","Hepatitis B Surface Antibody",2005,2006,"Laboratory"
"HEPC_D","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",2005,2006,"Laboratory"
"HCY_D","Homocysteine",2005,2006,"Laboratory"
"HIV_D","HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",2005,2006,"Laboratory"
"FETIB_D","Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",2005,2006,"Laboratory"
"PTH_D","Parathyroid Hormone",2005,2006,"Laboratory"
"WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory"
"FASTQX_D","Fasting Questionnaire",2005,2006,"Laboratory"
"GLU_D","Plasma Fasting Glucose & Insulin",2005,2006,"Laboratory"
"PFC_D","Polyfluoroalkyl Chemicals",2005,2006,"Laboratory"
"PSA_D","Prostate Specific Antigen (PSA)",2005,2006,"Laboratory"
"COT_D","Cotinine - Serum",2005,2006,"Laboratory"
"BIOPRO_D","Standard Biochemistry Profile",2005,2006,"Laboratory"
"UAS_D","Arsenics - Total & Speciated - Urine",2005,2006,"Laboratory"
"IHg_D","Mercury: Inorganic - Blood",2005,2006,"Laboratory"
"TFR_D","Transferrin Receptor",2005,2006,"Laboratory"
"TRIGLY_D","Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,"Laboratory"
"OGTT_D","Oral Glucose Tolerance Test",2005,2006,"Laboratory"
"ALB_CR_D","Albumin & Creatinine - Urine",2005,2006,"Laboratory"
"CHLMDA_D","Chlamydia & Gonorrhea - Urine",2005,2006,"Laboratory"
"UIO_D","Iodine - Urine",2005,2006,"Laboratory"
"UHG_D","Mercury: Inorganic - Urine",2005,2006,"Laboratory"
"UHM_D","Metals - Urine",2005,2006,"Laboratory"
"UCPREG_D","Pregnancy Test - Urine",2005,2006,"Laboratory"
"VITAEC_D","Vitamin A, Vitamin E & Carotenoids",2005,2006,"Laboratory"
"B12_D","Vitamin B12",2005,2006,"Laboratory"
"VIC_D","Vitamin C",2005,2006,"Laboratory"
"L02_C","Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody",2003,2004,"Laboratory"
"L02HBS_C","Hepatitis B Surface Antibody",2003,2004,"Laboratory"
"L02HPA_C","Hepatitis A Antibody",2003,2004,"Laboratory"
"L03_C","HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",2003,2004,"Laboratory"
"L04PER_C","Perchlorate - Urine",2003,2004,"Laboratory"
"L04VOC_C","Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",2003,2004,"Laboratory"
"L05_C","Chlamydia & Gonorrhea - Urine",2003,2004,"Laboratory"
"L06AGE_C","Acrylamide & Glycidamide",2003,2004,"Laboratory"
"L06BMT_C","Cadmium, Lead, & Total Mercury - Blood",2003,2004,"Laboratory"
"L06MH_C","Methylmalonic acid & Homocysteine",2003,2004,"Laboratory"
"L06NB_C","Folate - RBC & Serum, and Vitamin B12",2003,2004,"Laboratory"
"L06COT_C","Cotinine - Serum",2003,2004,"Laboratory"
"L06TFR_C","Ferritin & Transferrin Receptor",2003,2004,"Laboratory"
"L06HM_C","Metals - Urine",2003,2004,"Laboratory"
"L06UIO_C","Iodine - Urine",2003,2004,"Laboratory"
"L06UAS_C","Arsenics - Total & Speciated - Urine",2003,2004,"Laboratory"
"L06UHG_C","Mercury: Inorganic - Urine",2003,2004,"Laboratory"
"L10_C","Glycohemoglobin",2003,2004,"Laboratory"
"L10AM_C","Plasma Fasting Glucose, Serum C-peptide & Insulin",2003,2004,"Laboratory"
"L11_C","C-Reactive Protein (CRP), Bone Alkaline Phosphatase (BAP) & Parathyroid Hormone (PTH)",2003,2004,"Laboratory"
"L11PSA_C","Prostate Specific Antigen (PSA)",2003,2004,"Laboratory"
"L13AM_C","Cholesterol - LDL & Triglycerides",2003,2004,"Laboratory"
"L16_C","Albumin & Creatinine - Urine",2003,2004,"Laboratory"
"L17_C","Toxoplasma (IgG) & Toxoplasma (IgM)",2003,2004,"Laboratory"
"L19_C","Measles, Rubella, & Varicella",2003,2004,"Laboratory"
"L20_C","Lead - Dust",2003,2004,"Laboratory"
"L24EPH_C","Environmental Phenols",2003,2004,"Laboratory"
"L24PFC_C","Polyfluoroalkyl Chemicals",2003,2004,"Laboratory"
"L24PH_C","Phthalates - Urine",2003,2004,"Laboratory"
"L25_C","Complete Blood Count with 5-part Differential - Whole Blood",2003,2004,"Laboratory"
"L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory"
"L28DFP_C","Dioxins, Furans, & Coplanar PCBs",2003,2004,"Laboratory"
"L28NPB_C","Non-dioxin-like Polychlorinated Biphenyls",2003,2004,"Laboratory"
"L28OCP_C","Pesticides - Organochlorine Metabolites - Serum (Surplus)",2003,2004,"Laboratory"
"L28PBE_C","Brominated Flame Retardants (BFRs)",2003,2004,"Laboratory"
"L31PAH_C","Polyaromatic Hydrocarbons (PAHs) - Urine",2003,2004,"Laboratory"
"L35_C","Methicillin - Resistant Staphylococcus aureus (MRSA)",2003,2004,"Laboratory"
"L36_C","Syphilis-IgG, Syphilis Rapid Plasma Reagin (RPR) & Treponema pallidum Particle Agglutination (TP-PA)",2003,2004,"Laboratory"
"L39EPP_C","Erythrocyte Protoporphyrin & Selenium",2003,2004,"Laboratory"
"L40_C","Standard Biochemistry Profile",2003,2004,"Laboratory"
"L40FE_C","Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",2003,2004,"Laboratory"
"L43_C","Vitamin B6",2003,2004,"Laboratory"
"L45VIT_C","Vitamin A, Vitamin E & Carotenoids",2003,2004,"Laboratory"
"L52SER_C","Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum: 4-plex CLIA",2003,2004,"Laboratory"
"PH_C","Fasting Questionnaire",2003,2004,"Laboratory"
"UC_C","Pregnancy Test - Urine",2003,2004,"Laboratory"
"l34_b","Bacterial vaginosis (BV) & Trichomonas vaginalis",2001,2002,"Laboratory"
"SSQFEV_C","Coxiella Burnetii (Q Fever) Antibodies - Serum (Surplus)",2003,2004,"Laboratory"
"SSMUMP_C","Mumps Antibody - Serum (Surplus)",2003,2004,"Laboratory"
"SSVARI_C","Varicella-Zoster Virus Antibody (Surplus)",2003,2004,"Laboratory"
"l34_c","Bacterial vaginosis (BV) & Trichomonas vaginalis",2003,2004,"Laboratory"
"l34_b_r","Bacterial vaginosis (BV) & Trichomonas vaginalis - Youth",2001,2002,"Laboratory"
"SSCYST_B","Cystatin C (Surplus)",2001,2002,"Laboratory"
"SSHSV1_B","Herpes Simplex Virus Type-1 (Surplus)",2001,2002,"Laboratory"
"SSMUMP_B","Mumps Antibody - Serum (Surplus)",2001,2002,"Laboratory"
"SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",2001,2002,"Laboratory"
"PFC_Pool","Polyfluoroalkyl Chemicals - Pooled Samples (Surplus)",2001,2002,"Laboratory"
"SSTFR_B","Transferrin Receptor - Pregnant Women (Surplus)",2001,2002,"Laboratory"
"SSVARI_B","Varicella-Zoster Virus Antibody (Surplus)",2001,2002,"Laboratory"
"PH_B","Fasting Questionnaire",2001,2002,"Laboratory"
"PHPYPA_B","Phthalates, Phytoestrogens & PAHs - Urine",2001,2002,"Laboratory"
"UC_B","Pregnancy Test - Urine",2001,2002,"Laboratory"
"L02HBS_B","Hepatitis B Surface Antibody",2001,2002,"Laboratory"
"L02HPA_B","Hepatitis A Antibody",2001,2002,"Laboratory"
"L03_B","HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",2001,2002,"Laboratory"
"L04VOC_B","Volatile Organic Compounds - Blood & Water",2001,2002,"Laboratory"
"L05_B","Chlamydia & Gonorrhea - Urine",2001,2002,"Laboratory"
"L06_B","Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",2001,2002,"Laboratory"
"l34_c_r","Bacterial vaginosis (BV) & Trichomonas vaginalis - Youth",2003,2004,"Laboratory"
"L06VIT_B","Vitamin A, Vitamin E & Carotenoids",2001,2002,"Laboratory"
"L06VID_B","Vitamin D",2001,2002,"Laboratory"
"L06UIO_B","Iodine - Urine",2001,2002,"Laboratory"
"L06HM_B","Metals - Urine",2001,2002,"Laboratory"
"L10_B","Glycohemoglobin",2001,2002,"Laboratory"
"L10AM_B","Plasma Fasting Glucose, Serum C-peptide & Insulin",2001,2002,"Laboratory"
"L11_B","C-Reactive protein (CRP), Fibrinogen, Bone Alkaline Phosphatase & Urinary N-telopeptides",2001,2002,"Laboratory"
"L11PSA_B","Prostate specific antigen (PSA)",2001,2002,"Laboratory"
"L13AM_B","Cholesterol - LDL & Triglycerides",2001,2002,"Laboratory"
"L16_B","Albumin & Creatinine - Urine",2001,2002,"Laboratory"
"L17_B","Toxoplasma (IgG), Toxoplasma (IgM),Toxoplasma (Dye),Toxoplasma Differential Agglutination, & Toxoplasma (Avidity)",2001,2002,"Laboratory"
"L19_B","Measles, Rubella, & Varicella",2001,2002,"Laboratory"
"L20_B","Lead - Dust",2001,2002,"Laboratory"
"L25_B","Complete Blood Count with 5-part Differential - Whole Blood",2001,2002,"Laboratory"
"l26PP_B","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2001,2002,"Laboratory"
"L28POC_B","Dioxins, Furans, & Coplanar PCBs",2001,2002,"Laboratory"
"L35_B","Methicillin - Resistant Staphylococcus aureus (MRSA)",2001,2002,"Laboratory"
"L36_B","Syphilis-IgG, Syphilis Rapid Plasma Reagin (RPR) & Treponema pallidum Particle Agglutination (TP-PA)",2001,2002,"Laboratory"
"L39_B","Erythrocyte Protoporphyrin",2001,2002,"Laboratory"
"L40_B","Standard Biochemistry Profile",2001,2002,"Laboratory"
"L40T4_B","Thyroid - Stimulating Hormone & Thyroxine (TSH & T4)",2001,2002,"Laboratory"
"L40FE_B","Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",2001,2002,"Laboratory"
"VID_2_B","Vitamin D, Second Exam",2001,2002,"Laboratory"
"L06_2_B","Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",2001,2002,"Laboratory"
"L10_2_B","Glycohemoglobin, Plasma Glucose, Serum C-peptide, & Insulin, Second Exam",2001,2002,"Laboratory"
"L40_2_B","Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",2001,2002,"Laboratory"
"SSCYST_A","Cystatin C - Serum (Surplus)",1999,2000,"Laboratory"
"SSHSV1_A","Herpes Simplex Virus Type-1 (Surplus)",1999,2000,"Laboratory"
"SSMUMP_A","Mumps Antibody - Serum (Surplus)",1999,2000,"Laboratory"
"SSPFC_A","Perfluoroalkyl Chemicals - Serum (Surplus)",1999,2000,"Laboratory"
"SSTFR_A","Transferrin Receptor - Pregnant Women (Surplus)",1999,2000,"Laboratory"
"SSVARI_A","Varicella-Zoster Virus Antibody (Surplus)",1999,2000,"Laboratory"
"L37SWA_C","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay",2003,2004,"Laboratory"
"L37SWR_C","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array",2003,2004,"Laboratory"
"SWA_C_R","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay - Youth",2003,2004,"Laboratory"
"SWR_C_R","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Youth",2003,2004,"Laboratory"
"HPVSWR_E","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array",2007,2008,"Laboratory"
"L06VID_C","Vitamin D",2003,2004,"Laboratory"
"UPP_E","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2007,2008,"Laboratory"
"CHLMDA_E","Chlamydia & Gonorrhea - Urine",2007,2008,"Laboratory"
"SSUSG_E","Urine Specific Gravity Measurement (Surplus)",2007,2008,"Laboratory"
"PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory"
"LAB26PP","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1999,2000,"Laboratory"
"PHYTO_D","Phytoestrogens - Urine",2005,2006,"Laboratory"
"B27_F_R","Human Leukocyte Antigen B-27",2009,2009,"Laboratory"
"UCPREG_F","Pregnancy Test - Urine",2009,2010,"Laboratory"
"FOLATE_E","Folate - RBC & Serum",2007,2008,"Laboratory"
"HDL_F","Cholesterol - HDL",2009,2010,"Laboratory"
"FOLATE_F","Folate - RBC & Serum",2009,2010,"Laboratory"
"HEPA_F","Hepatitis A Antibody",2009,2010,"Laboratory"
"HEPBD_F","Hepatitis B: Core antibody, Surface antigen, and Hepatitis D: antibody",2009,2010,"Laboratory"
"HIV_F","HIV Antibody Test",2009,2010,"Laboratory"
"HSV_F","Herpes Simplex Virus Type-1 & Type-2",2009,2010,"Laboratory"
"MMRV_F","Measles, Mumps, Rubella & Varicella",2009,2010,"Laboratory"
"PbCd_F","Cadmium, Lead, & Total Mercury - Blood",2009,2010,"Laboratory"
"TCHOL_F","Cholesterol - Total",2009,2010,"Laboratory"
"TGEMA_F","Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)",2009,2010,"Laboratory"
"UHG_F","Mercury: Inorganic - Urine",2009,2010,"Laboratory"
"SSH1N1_E","Hemagglutination inhibition antibody titers to influenza A/ H1N1 viruses (Surplus)",2007,2008,"Laboratory"
"CBC_F","Complete Blood Count with 5-part Differential - Whole Blood",2009,2010,"Laboratory"
"COTNAL_F","Cotinine - Serum & Total NNAL - Urine",2009,2010,"Laboratory"
"GHB_F","Glycohemoglobin",2009,2010,"Laboratory"
"ORHPV_F","Human Papillomavirus (HPV) - Oral Rinse",2009,2010,"Laboratory"
"IHg_F","Mercury: Inorganic - Blood",2009,2010,"Laboratory"
"BIOPRO_F","Standard Biochemistry Profile",2009,2010,"Laboratory"
"UAS_F","Arsenics - Total & Speciated - Urine",2009,2010,"Laboratory"
"UHM_F","Metals - Urine",2009,2010,"Laboratory"
"PSA_F","Prostate Specific Antigen (PSA)",2009,2010,"Laboratory"
"ALB_CR_F","Albumin & Creatinine - Urine",2009,2010,"Laboratory"
"CHLMDA_F","Chlamydia - Urine",2009,2010,"Laboratory"
"CRP_F","C-Reactive Protein (CRP)",2009,2010,"Laboratory"
"FASTQX_F","Fasting Questionnaire",2009,2010,"Laboratory"
"GLU_F","Plasma Fasting Glucose & Insulin",2009,2010,"Laboratory"
"HEPB_S_F","Hepatitis B Surface Antibody",2009,2010,"Laboratory"
"HEPC_F","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",2009,2010,"Laboratory"
"UIO_F","Iodine - Urine",2009,2010,"Laboratory"
"UCFLOW_F","Urine Flow Rate",2009,2010,"Laboratory"
"UCOSMO_F","Osmolality - Urine",2009,2010,"Laboratory"
"SSFA_C","Fatty Acids - Plasma (Surplus)",2003,2004,"Laboratory"
"OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory"
"TRIGLY_F","Cholesterol - LDL & Triglycerides",2009,2010,"Laboratory"
"THYROD_F","Thyroid Profile",2009,2010,"Laboratory"
"HSV_F_R","Herpes Simplex Virus Type-2 - Youth",2009,2010,"Laboratory"
"CHLM_F_R","Chlamydia & Gonorrhea - Urine - Youth",2009,2010,"Laboratory"
"OHPV_F_R","Human Papillomavirus (HPV) - Oral Rinse - Youth",2009,2010,"Laboratory"
"EPH_F","Environmental Phenols",2009,2010,"Laboratory"
"PP_F","Pesticides - Environmental - Urine",2009,2010,"Laboratory"
"VOCWB_D","Volatile Organic Compounds - Blood & Related Questionnaire Items",2005,2006,"Laboratory"
"PFC_F","Polyfluoroalkyl Chemicals",2009,2010,"Laboratory"
"HPVSWR_F","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array",2009,2010,"Laboratory"
"FERTIN_F","Ferritin",2009,2010,"Laboratory"
"TFR_F","Transferrin Receptor",2009,2010,"Laboratory"
"CHLMD_DR","Chlamydia & Gonorrhea - Urine - Youth",2005,2006,"Laboratory"
"L05RDC_C","Chlamydia & Gonorrhea - Urine - Youth",2003,2004,"Laboratory"
"L05RDC_B","Chlamydia & Gonorrhea - Urine - Youth",2001,2002,"Laboratory"
"HPVS_F_R","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth",2009,2010,"Laboratory"
"HEPE_F","Hepatitis E : IgG & IgM Antibodies",2009,2010,"Laboratory"
"ApoB_F","Apolipoprotein B",2009,2010,"Laboratory"
"SSEBV_C","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)",2003,2004,"Laboratory"
"SSEBV_D","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)",2005,2006,"Laboratory"
"SSEBV_E","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)",2007,2008,"Laboratory"
"SSEBV_F","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)",2009,2010,"Laboratory"
"PHTHTE_F","Phthalates - Urine",2009,2010,"Laboratory"
"SSHCVR_C","Hepatitis C RNA (HCV-RNA) & HCV Genotype (Surplus)",2003,2004,"Laboratory"
"SSUECD_R","Electrolytes - Urine",2003,2006,"Laboratory"
"OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory"
"SSOL_A","Monoclonal gammopathy of undetermined significance (MGUS) (Surplus)",1999,2000,"Laboratory"
"SSOL_C","Monoclonal gammopathy of undetermined significance (MGUS) (Surplus)",2003,2004,"Laboratory"
